antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,antecedents_len,consequents_len,antecedents_TF_motif,antecedents_dir,antecedents_time,consequents_TF_motif,consequents_dir,consequents_time,TF_peak_jaccard,peak_adj_lift
BHLHE22_neg_8,OLIG1_neg_8,0.03333333333333333,0.03333333333333333,5,1.0,30.0,0.03222222222222222,inf,1.0,1,1,BHLHE22,neg,8,OLIG1,neg,8,1.0,0.0
OLIG1_neg_8,BHLHE22_neg_8,0.03333333333333333,0.03333333333333333,5,1.0,30.0,0.03222222222222222,inf,1.0,1,1,OLIG1,neg,8,BHLHE22,neg,8,1.0,0.0
OLIG3_neg_8,OLIG2_neg_8,0.03333333333333333,0.03333333333333333,5,1.0,30.0,0.03222222222222222,inf,1.0,1,1,OLIG3,neg,8,OLIG2,neg,8,1.0,0.0
OLIG2_neg_8,OLIG3_neg_8,0.03333333333333333,0.03333333333333333,5,1.0,30.0,0.03222222222222222,inf,1.0,1,1,OLIG2,neg,8,OLIG3,neg,8,1.0,0.0
FOXO6_neg_7,FOXP3_neg_7,0.04,0.04,6,1.0,25.0,0.038400000000000004,inf,1.0000000000000002,1,1,FOXO6,neg,7,FOXP3,neg,7,1.0,0.0
FOXO4_neg_7,FOXI1_neg_7,0.04,0.04,6,1.0,25.0,0.038400000000000004,inf,1.0000000000000002,1,1,FOXO4,neg,7,FOXI1,neg,7,1.0,0.0
FOXD2_neg_7,FOXP3_neg_7,0.04,0.04,6,1.0,25.0,0.038400000000000004,inf,1.0000000000000002,1,1,FOXD2,neg,7,FOXP3,neg,7,1.0,0.0
SHOX_neg_4,LMX1A_neg_4,0.04,0.04,6,1.0,25.0,0.038400000000000004,inf,1.0000000000000002,1,1,SHOX,neg,4,LMX1A,neg,4,0.7142857142857143,7.142857142857142
LMX1A_neg_4,SHOX_neg_4,0.04,0.04,6,1.0,25.0,0.038400000000000004,inf,1.0000000000000002,1,1,LMX1A,neg,4,SHOX,neg,4,0.7142857142857143,7.142857142857142
LMX1A_neg_4,LMX1B_neg_4,0.04,0.04,6,1.0,25.0,0.038400000000000004,inf,1.0000000000000002,1,1,LMX1A,neg,4,LMX1B,neg,4,1.0,0.0
LMX1B_neg_4,LMX1A_neg_4,0.04,0.04,6,1.0,25.0,0.038400000000000004,inf,1.0000000000000002,1,1,LMX1B,neg,4,LMX1A,neg,4,1.0,0.0
JDP2_pos_6,FOS_pos_6,0.03333333333333333,0.04,5,1.0,25.0,0.032,inf,0.993103448275862,1,1,JDP2,pos,6,FOS,pos,6,0.45454545454545453,13.636363636363635
FOXI1_neg_7,FOXP3_neg_7,0.04,0.04,6,1.0,25.0,0.038400000000000004,inf,1.0000000000000002,1,1,FOXI1,neg,7,FOXP3,neg,7,1.0,0.0
FOXP3_neg_7,FOXI1_neg_7,0.04,0.04,6,1.0,25.0,0.038400000000000004,inf,1.0000000000000002,1,1,FOXP3,neg,7,FOXI1,neg,7,1.0,0.0
FOXI1_neg_7,FOXO6_neg_7,0.04,0.04,6,1.0,25.0,0.038400000000000004,inf,1.0000000000000002,1,1,FOXI1,neg,7,FOXO6,neg,7,1.0,0.0
FOXO6_neg_7,FOXI1_neg_7,0.04,0.04,6,1.0,25.0,0.038400000000000004,inf,1.0000000000000002,1,1,FOXO6,neg,7,FOXI1,neg,7,1.0,0.0
FOSL2_pos_6,FOS_pos_6,0.04,0.04,6,1.0,25.0,0.038400000000000004,inf,1.0000000000000002,1,1,FOSL2,pos,6,FOS,pos,6,0.6666666666666666,8.333333333333334
FOXI1_neg_7,FOXO4_neg_7,0.04,0.04,6,1.0,25.0,0.038400000000000004,inf,1.0000000000000002,1,1,FOXI1,neg,7,FOXO4,neg,7,1.0,0.0
JDP2_pos_6,FOSL2_pos_6,0.03333333333333333,0.04,5,1.0,25.0,0.032,inf,0.993103448275862,1,1,JDP2,pos,6,FOSL2,pos,6,0.35714285714285715,16.07142857142857
FOXD2_neg_7,FOXO6_neg_7,0.04,0.04,6,1.0,25.0,0.038400000000000004,inf,1.0000000000000002,1,1,FOXD2,neg,7,FOXO6,neg,7,1.0,0.0
FOS_pos_6,FOSL2_pos_6,0.04,0.04,6,1.0,25.0,0.038400000000000004,inf,1.0000000000000002,1,1,FOS,pos,6,FOSL2,pos,6,0.6666666666666666,8.333333333333334
LMX1B_neg_4,SHOX_neg_4,0.04,0.04,6,1.0,25.0,0.038400000000000004,inf,1.0000000000000002,1,1,LMX1B,neg,4,SHOX,neg,4,0.7142857142857143,7.142857142857142
SHOX_neg_4,LMX1B_neg_4,0.04,0.04,6,1.0,25.0,0.038400000000000004,inf,1.0000000000000002,1,1,SHOX,neg,4,LMX1B,neg,4,0.7142857142857143,7.142857142857142
FOSL2_pos_6,FOSL1_pos_6,0.04,0.04,6,1.0,25.0,0.038400000000000004,inf,1.0000000000000002,1,1,FOSL2,pos,6,FOSL1,pos,6,0.8666666666666667,3.3333333333333326
JDP2_pos_6,FOSL1_pos_6,0.03333333333333333,0.04,5,1.0,25.0,0.032,inf,0.993103448275862,1,1,JDP2,pos,6,FOSL1,pos,6,0.35714285714285715,16.07142857142857
FOXP3_neg_7,FOXO6_neg_7,0.04,0.04,6,1.0,25.0,0.038400000000000004,inf,1.0000000000000002,1,1,FOXP3,neg,7,FOXO6,neg,7,1.0,0.0
FOSL1_pos_6,FOSL2_pos_6,0.04,0.04,6,1.0,25.0,0.038400000000000004,inf,1.0000000000000002,1,1,FOSL1,pos,6,FOSL2,pos,6,0.8666666666666667,3.3333333333333326
FOS_pos_6,FOSL1_pos_6,0.04,0.04,6,1.0,25.0,0.038400000000000004,inf,1.0000000000000002,1,1,FOS,pos,6,FOSL1,pos,6,0.6666666666666666,8.333333333333334
FOXP3_neg_7,FOXD2_neg_7,0.04,0.04,6,1.0,25.0,0.038400000000000004,inf,1.0000000000000002,1,1,FOXP3,neg,7,FOXD2,neg,7,1.0,0.0
FOSL1_pos_6,FOS_pos_6,0.04,0.04,6,1.0,25.0,0.038400000000000004,inf,1.0000000000000002,1,1,FOSL1,pos,6,FOS,pos,6,0.6666666666666666,8.333333333333334
FOXP3_neg_7,FOXO4_neg_7,0.04,0.04,6,1.0,25.0,0.038400000000000004,inf,1.0000000000000002,1,1,FOXP3,neg,7,FOXO4,neg,7,1.0,0.0
FOXO4_neg_7,FOXP3_neg_7,0.04,0.04,6,1.0,25.0,0.038400000000000004,inf,1.0000000000000002,1,1,FOXO4,neg,7,FOXP3,neg,7,1.0,0.0
FOXD2_neg_7,FOXO4_neg_7,0.04,0.04,6,1.0,25.0,0.038400000000000004,inf,1.0000000000000002,1,1,FOXD2,neg,7,FOXO4,neg,7,1.0,0.0
FOXO4_neg_7,FOXD2_neg_7,0.04,0.04,6,1.0,25.0,0.038400000000000004,inf,1.0000000000000002,1,1,FOXO4,neg,7,FOXD2,neg,7,1.0,0.0
FOXO6_neg_7,FOXO4_neg_7,0.04,0.04,6,1.0,25.0,0.038400000000000004,inf,1.0000000000000002,1,1,FOXO6,neg,7,FOXO4,neg,7,1.0,0.0
FOXD2_neg_7,FOXI1_neg_7,0.04,0.04,6,1.0,25.0,0.038400000000000004,inf,1.0000000000000002,1,1,FOXD2,neg,7,FOXI1,neg,7,1.0,0.0
FOXO4_neg_7,FOXO6_neg_7,0.04,0.04,6,1.0,25.0,0.038400000000000004,inf,1.0000000000000002,1,1,FOXO4,neg,7,FOXO6,neg,7,1.0,0.0
FOXO6_neg_7,FOXD2_neg_7,0.04,0.04,6,1.0,25.0,0.038400000000000004,inf,1.0000000000000002,1,1,FOXO6,neg,7,FOXD2,neg,7,1.0,0.0
FOXI1_neg_7,FOXD2_neg_7,0.04,0.04,6,1.0,25.0,0.038400000000000004,inf,1.0000000000000002,1,1,FOXI1,neg,7,FOXD2,neg,7,1.0,0.0
FOXO4_neg_4,FOXI1_neg_4,0.04666666666666667,0.04666666666666667,7,1.0,21.428571428571427,0.04448888888888889,inf,1.0,1,1,FOXO4,neg,4,FOXI1,neg,4,1.0,0.0
FOXO6_neg_4,FOXI1_neg_4,0.04666666666666667,0.04666666666666667,7,1.0,21.428571428571427,0.04448888888888889,inf,1.0,1,1,FOXO6,neg,4,FOXI1,neg,4,1.0,0.0
ERG_pos_8,FLI1_pos_8,0.04666666666666667,0.04666666666666667,7,1.0,21.428571428571427,0.04448888888888889,inf,1.0,1,1,ERG,pos,8,FLI1,pos,8,0.7777777777777778,4.761904761904761
FLI1_pos_8,ERG_pos_8,0.04666666666666667,0.04666666666666667,7,1.0,21.428571428571427,0.04448888888888889,inf,1.0,1,1,FLI1,pos,8,ERG,pos,8,0.7777777777777778,4.761904761904761
FOXP3_neg_4,FOXI1_neg_4,0.04666666666666667,0.04666666666666667,7,1.0,21.428571428571427,0.04448888888888889,inf,1.0,1,1,FOXP3,neg,4,FOXI1,neg,4,1.0,0.0
FOXI1_neg_4,FOXP3_neg_4,0.04666666666666667,0.04666666666666667,7,1.0,21.428571428571427,0.04448888888888889,inf,1.0,1,1,FOXI1,neg,4,FOXP3,neg,4,1.0,0.0
FOXO6_neg_4,FOXO4_neg_4,0.04666666666666667,0.04666666666666667,7,1.0,21.428571428571427,0.04448888888888889,inf,1.0,1,1,FOXO6,neg,4,FOXO4,neg,4,1.0,0.0
FOXO4_neg_4,FOXD2_neg_4,0.04666666666666667,0.04666666666666667,7,1.0,21.428571428571427,0.04448888888888889,inf,1.0,1,1,FOXO4,neg,4,FOXD2,neg,4,1.0,0.0
FOXO4_neg_4,FOXP3_neg_4,0.04666666666666667,0.04666666666666667,7,1.0,21.428571428571427,0.04448888888888889,inf,1.0,1,1,FOXO4,neg,4,FOXP3,neg,4,1.0,0.0
FOXI1_neg_4,FOXD2_neg_4,0.04666666666666667,0.04666666666666667,7,1.0,21.428571428571427,0.04448888888888889,inf,1.0,1,1,FOXI1,neg,4,FOXD2,neg,4,1.0,0.0
FOXD2_neg_4,FOXO4_neg_4,0.04666666666666667,0.04666666666666667,7,1.0,21.428571428571427,0.04448888888888889,inf,1.0,1,1,FOXD2,neg,4,FOXO4,neg,4,1.0,0.0
FOXD2_neg_4,FOXI1_neg_4,0.04666666666666667,0.04666666666666667,7,1.0,21.428571428571427,0.04448888888888889,inf,1.0,1,1,FOXD2,neg,4,FOXI1,neg,4,1.0,0.0
FOXP3_neg_4,FOXO4_neg_4,0.04666666666666667,0.04666666666666667,7,1.0,21.428571428571427,0.04448888888888889,inf,1.0,1,1,FOXP3,neg,4,FOXO4,neg,4,1.0,0.0
FOXO6_neg_4,FOXP3_neg_4,0.04666666666666667,0.04666666666666667,7,1.0,21.428571428571427,0.04448888888888889,inf,1.0,1,1,FOXO6,neg,4,FOXP3,neg,4,1.0,0.0
FOXP3_neg_4,FOXO6_neg_4,0.04666666666666667,0.04666666666666667,7,1.0,21.428571428571427,0.04448888888888889,inf,1.0,1,1,FOXP3,neg,4,FOXO6,neg,4,1.0,0.0
FOXI1_neg_4,FOXO4_neg_4,0.04666666666666667,0.04666666666666667,7,1.0,21.428571428571427,0.04448888888888889,inf,1.0,1,1,FOXI1,neg,4,FOXO4,neg,4,1.0,0.0
FOXI1_neg_4,FOXO6_neg_4,0.04666666666666667,0.04666666666666667,7,1.0,21.428571428571427,0.04448888888888889,inf,1.0,1,1,FOXI1,neg,4,FOXO6,neg,4,1.0,0.0
IRF9_neg_9,IRF8_neg_9,0.03333333333333333,0.04666666666666667,5,1.0,21.428571428571427,0.03177777777777778,inf,0.9862068965517242,1,1,IRF9,neg,9,IRF8,neg,9,0.75,5.357142857142857
POU5F1B_pos_8,POU3F4_pos_8,0.04666666666666667,0.04666666666666667,7,1.0,21.428571428571427,0.04448888888888889,inf,1.0,1,1,POU5F1B,pos,8,POU3F4,pos,8,0.875,2.6785714285714284
FOXD2_neg_4,FOXP3_neg_4,0.04666666666666667,0.04666666666666667,7,1.0,21.428571428571427,0.04448888888888889,inf,1.0,1,1,FOXD2,neg,4,FOXP3,neg,4,1.0,0.0
POU3F4_pos_8,POU5F1B_pos_8,0.04666666666666667,0.04666666666666667,7,1.0,21.428571428571427,0.04448888888888889,inf,1.0,1,1,POU3F4,pos,8,POU5F1B,pos,8,0.875,2.6785714285714284
FOXO6_neg_4,FOXD2_neg_4,0.04666666666666667,0.04666666666666667,7,1.0,21.428571428571427,0.04448888888888889,inf,1.0,1,1,FOXO6,neg,4,FOXD2,neg,4,1.0,0.0
FOXP3_neg_4,FOXD2_neg_4,0.04666666666666667,0.04666666666666667,7,1.0,21.428571428571427,0.04448888888888889,inf,1.0,1,1,FOXP3,neg,4,FOXD2,neg,4,1.0,0.0
FOXD2_neg_4,FOXO6_neg_4,0.04666666666666667,0.04666666666666667,7,1.0,21.428571428571427,0.04448888888888889,inf,1.0,1,1,FOXD2,neg,4,FOXO6,neg,4,1.0,0.0
MXI1_pos_5,MYC_pos_5,0.04,0.04666666666666667,6,1.0,21.428571428571427,0.03813333333333333,inf,0.9930555555555556,1,1,MXI1,pos,5,MYC,pos,5,0.8888888888888888,2.380952380952382
CEBPB_neg_1,CEBPE_neg_1,0.04666666666666667,0.04666666666666667,7,1.0,21.428571428571427,0.04448888888888889,inf,1.0,1,1,CEBPB,neg,1,CEBPE,neg,1,1.0,0.0
CEBPE_neg_1,CEBPB_neg_1,0.04666666666666667,0.04666666666666667,7,1.0,21.428571428571427,0.04448888888888889,inf,1.0,1,1,CEBPE,neg,1,CEBPB,neg,1,1.0,0.0
FOXO4_neg_4,FOXO6_neg_4,0.04666666666666667,0.04666666666666667,7,1.0,21.428571428571427,0.04448888888888889,inf,1.0,1,1,FOXO4,neg,4,FOXO6,neg,4,1.0,0.0
MNX1_neg_3,ALX3_neg_3,0.04,0.04666666666666667,6,1.0,21.428571428571427,0.03813333333333333,inf,0.9930555555555556,1,1,MNX1,neg,3,ALX3,neg,3,0.8571428571428571,3.061224489795919
RAX2_neg_4,LMX1B_neg_4,0.04,0.04,5,0.8333333333333333,20.833333333333332,0.031733333333333336,5.759999999999997,0.9916666666666667,1,1,RAX2,neg,4,LMX1B,neg,4,0.5,10.416666666666666
FOXC1_neg_7,FOXB1_neg_7,0.04,0.04,5,0.8333333333333333,20.833333333333332,0.031733333333333336,5.759999999999997,0.9916666666666667,1,1,FOXC1,neg,7,FOXB1,neg,7,0.7142857142857143,5.952380952380952
LMX1B_neg_4,RAX2_neg_4,0.04,0.04,5,0.8333333333333333,20.833333333333332,0.031733333333333336,5.759999999999997,0.9916666666666667,1,1,LMX1B,neg,4,RAX2,neg,4,0.5,10.416666666666666
RAX2_neg_4,SHOX_neg_4,0.04,0.04,5,0.8333333333333333,20.833333333333332,0.031733333333333336,5.759999999999997,0.9916666666666667,1,1,RAX2,neg,4,SHOX,neg,4,0.7142857142857143,5.952380952380952
RAX2_neg_4,LMX1A_neg_4,0.04,0.04,5,0.8333333333333333,20.833333333333332,0.031733333333333336,5.759999999999997,0.9916666666666667,1,1,RAX2,neg,4,LMX1A,neg,4,0.5,10.416666666666666
LMX1A_neg_4,RAX2_neg_4,0.04,0.04,5,0.8333333333333333,20.833333333333332,0.031733333333333336,5.759999999999997,0.9916666666666667,1,1,LMX1A,neg,4,RAX2,neg,4,0.5,10.416666666666666
SHOX_neg_4,RAX2_neg_4,0.04,0.04,5,0.8333333333333333,20.833333333333332,0.031733333333333336,5.759999999999997,0.9916666666666667,1,1,SHOX,neg,4,RAX2,neg,4,0.7142857142857143,5.952380952380952
FOXB1_neg_7,FOXC1_neg_7,0.04,0.04,5,0.8333333333333333,20.833333333333332,0.031733333333333336,5.759999999999997,0.9916666666666667,1,1,FOXB1,neg,7,FOXC1,neg,7,0.7142857142857143,5.952380952380952
FOSL1_neg_6,FOSL2_neg_6,0.04666666666666667,0.05333333333333334,7,1.0,18.75,0.04417777777777778,inf,0.993006993006993,1,1,FOSL1,neg,6,FOSL2,neg,6,0.8666666666666667,2.4999999999999996
FOSL1_neg_6,JUNB_neg_6,0.04666666666666667,0.05333333333333334,7,1.0,18.75,0.04417777777777778,inf,0.993006993006993,1,1,FOSL1,neg,6,JUNB,neg,6,0.4666666666666667,10.0
FOXP1_neg_8,FOXO6_neg_8,0.04,0.05333333333333334,6,1.0,18.75,0.037866666666666667,inf,0.9861111111111112,1,1,FOXP1,neg,8,FOXO6,neg,8,0.6363636363636364,6.818181818181818
FOXO6_neg_8,FOXP3_neg_8,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,FOXO6,neg,8,FOXP3,neg,8,1.0,0.0
FOXP3_neg_8,FOXO6_neg_8,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,FOXP3,neg,8,FOXO6,neg,8,1.0,0.0
SHOX_pos_2,UNCX_pos_2,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,SHOX,pos,2,UNCX,pos,2,1.0,0.0
UNCX_pos_2,SHOX_pos_2,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,UNCX,pos,2,SHOX,pos,2,1.0,0.0
LMX1A_pos_2,UNCX_pos_2,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,LMX1A,pos,2,UNCX,pos,2,1.0,0.0
FOXP1_neg_8,FOXP3_neg_8,0.04,0.05333333333333334,6,1.0,18.75,0.037866666666666667,inf,0.9861111111111112,1,1,FOXP1,neg,8,FOXP3,neg,8,0.6363636363636364,6.818181818181818
HESX1_pos_2,ESX1_pos_2,0.04,0.05333333333333334,6,1.0,18.75,0.037866666666666667,inf,0.9861111111111112,1,1,HESX1,pos,2,ESX1,pos,2,0.7777777777777778,4.166666666666666
UNCX_pos_2,LMX1A_pos_2,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,UNCX,pos,2,LMX1A,pos,2,1.0,0.0
FOXO4_neg_8,FOXI1_neg_8,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,FOXO4,neg,8,FOXI1,neg,8,1.0,0.0
FOXI1_neg_8,FOXO6_neg_8,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,FOXI1,neg,8,FOXO6,neg,8,1.0,0.0
FOXO6_neg_8,FOXI1_neg_8,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,FOXO6,neg,8,FOXI1,neg,8,1.0,0.0
FOXP1_neg_8,FOXI1_neg_8,0.04,0.05333333333333334,6,1.0,18.75,0.037866666666666667,inf,0.9861111111111112,1,1,FOXP1,neg,8,FOXI1,neg,8,0.6363636363636364,6.818181818181818
FOXI1_neg_8,FOXP3_neg_8,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,FOXI1,neg,8,FOXP3,neg,8,1.0,0.0
FOXP3_neg_8,FOXI1_neg_8,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,FOXP3,neg,8,FOXI1,neg,8,1.0,0.0
LMX1A_pos_2,SHOX_pos_2,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,LMX1A,pos,2,SHOX,pos,2,1.0,0.0
SHOX_pos_2,LMX1A_pos_2,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,SHOX,pos,2,LMX1A,pos,2,1.0,0.0
LMX1B_pos_2,LMX1A_pos_2,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,LMX1B,pos,2,LMX1A,pos,2,1.0,0.0
LMX1A_pos_2,LMX1B_pos_2,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,LMX1A,pos,2,LMX1B,pos,2,1.0,0.0
FOXI1_neg_8,FOXO4_neg_8,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,FOXI1,neg,8,FOXO4,neg,8,1.0,0.0
FOSL2_neg_6,JUNB_neg_6,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,FOSL2,neg,6,JUNB,neg,6,0.5714285714285714,8.035714285714286
SHOX_pos_2,LMX1B_pos_2,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,SHOX,pos,2,LMX1B,pos,2,1.0,0.0
LMX1B_pos_2,SHOX_pos_2,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,LMX1B,pos,2,SHOX,pos,2,1.0,0.0
FOXD2_neg_8,FOXP3_neg_8,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,FOXD2,neg,8,FOXP3,neg,8,1.0,0.0
FOXP3_neg_8,FOXD2_neg_8,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,FOXP3,neg,8,FOXD2,neg,8,1.0,0.0
FOXP1_neg_8,FOXD2_neg_8,0.04,0.05333333333333334,6,1.0,18.75,0.037866666666666667,inf,0.9861111111111112,1,1,FOXP1,neg,8,FOXD2,neg,8,0.6363636363636364,6.818181818181818
FOXD2_neg_8,FOXO6_neg_8,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,FOXD2,neg,8,FOXO6,neg,8,1.0,0.0
FOXO6_neg_8,FOXD2_neg_8,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,FOXO6,neg,8,FOXD2,neg,8,1.0,0.0
FOXD2_neg_8,FOXO4_neg_8,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,FOXD2,neg,8,FOXO4,neg,8,1.0,0.0
FOXO4_neg_8,FOXD2_neg_8,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,FOXO4,neg,8,FOXD2,neg,8,1.0,0.0
FOXD2_neg_8,FOXI1_neg_8,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,FOXD2,neg,8,FOXI1,neg,8,1.0,0.0
LMX1B_pos_2,UNCX_pos_2,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,LMX1B,pos,2,UNCX,pos,2,1.0,0.0
JUNB_neg_6,FOSL2_neg_6,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,JUNB,neg,6,FOSL2,neg,6,0.5714285714285714,8.035714285714286
UNCX_pos_2,LMX1B_pos_2,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,UNCX,pos,2,LMX1B,pos,2,1.0,0.0
NR3C2_pos_2,NR3C1_pos_2,0.04666666666666667,0.05333333333333334,7,1.0,18.75,0.04417777777777778,inf,0.993006993006993,1,1,NR3C2,pos,2,NR3C1,pos,2,0.875,2.34375
FOXO4_neg_8,FOXP3_neg_8,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,FOXO4,neg,8,FOXP3,neg,8,1.0,0.0
FOXO6_neg_8,FOXO4_neg_8,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,FOXO6,neg,8,FOXO4,neg,8,1.0,0.0
FOXO4_neg_8,FOXO6_neg_8,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,FOXO4,neg,8,FOXO6,neg,8,1.0,0.0
FOXI1_neg_8,FOXD2_neg_8,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,FOXI1,neg,8,FOXD2,neg,8,1.0,0.0
FOXP3_neg_8,FOXO4_neg_8,0.05333333333333334,0.05333333333333334,8,1.0,18.75,0.05048888888888889,inf,1.0,1,1,FOXP3,neg,8,FOXO4,neg,8,1.0,0.0
FOXP1_neg_8,FOXO4_neg_8,0.04,0.05333333333333334,6,1.0,18.75,0.037866666666666667,inf,0.9861111111111112,1,1,FOXP1,neg,8,FOXO4,neg,8,0.6363636363636364,6.818181818181818
RFX3_neg_4,RFX5_neg_4,0.04666666666666667,0.06,7,1.0,16.666666666666668,0.04386666666666667,inf,0.9860139860139862,1,1,RFX3,neg,4,RFX5,neg,4,0.7272727272727273,4.545454545454546
FOXB1_neg_4,FOXC1_neg_4,0.05333333333333334,0.06,8,1.0,16.666666666666668,0.050133333333333335,inf,0.9929577464788732,1,1,FOXB1,neg,4,FOXC1,neg,4,0.8,3.333333333333333
FOXO3_pos_2,FOXG1_pos_2,0.05333333333333334,0.06,8,1.0,16.666666666666668,0.050133333333333335,inf,0.9929577464788732,1,1,FOXO3,pos,2,FOXG1,pos,2,0.8,3.333333333333333
PAX4_pos_2,LHX6_pos_2,0.04,0.05333333333333334,5,0.8333333333333333,15.624999999999998,0.0312,5.679999999999997,0.975,1,1,PAX4,pos,2,LHX6,pos,2,0.5555555555555556,6.944444444444443
FOSL1_neg_6,JUN_neg_6,0.04666666666666667,0.04666666666666667,5,0.7142857142857142,15.30612244897959,0.031155555555555554,3.3366666666666656,0.9804195804195803,1,1,FOSL1,neg,6,JUN,neg,6,0.625,5.739795918367346
JUN_neg_6,FOSL1_neg_6,0.04666666666666667,0.04666666666666667,5,0.7142857142857142,15.30612244897959,0.031155555555555554,3.3366666666666656,0.9804195804195803,1,1,JUN,neg,6,FOSL1,neg,6,0.625,5.739795918367346
CEBPB_pos_1,CEBPE_pos_1,0.06666666666666667,0.06666666666666667,10,1.0,15.0,0.06222222222222222,inf,1.0,1,1,CEBPB,pos,1,CEBPE,pos,1,1.0,0.0
CEBPD_pos_1,CEBPE_pos_1,0.06666666666666667,0.06666666666666667,10,1.0,15.0,0.06222222222222222,inf,1.0,1,1,CEBPD,pos,1,CEBPE,pos,1,0.5555555555555556,6.666666666666666
CEBPD_pos_1,CEBPB_pos_1,0.06666666666666667,0.06666666666666667,10,1.0,15.0,0.06222222222222222,inf,1.0,1,1,CEBPD,pos,1,CEBPB,pos,1,0.5555555555555556,6.666666666666666
CEBPB_pos_1,CEBPD_pos_1,0.06666666666666667,0.06666666666666667,10,1.0,15.0,0.06222222222222222,inf,1.0,1,1,CEBPB,pos,1,CEBPD,pos,1,0.5555555555555556,6.666666666666666
CEBPE_pos_1,CEBPB_pos_1,0.06666666666666667,0.06666666666666667,10,1.0,15.0,0.06222222222222222,inf,1.0,1,1,CEBPE,pos,1,CEBPB,pos,1,1.0,0.0
CEBPE_pos_1,CEBPD_pos_1,0.06666666666666667,0.06666666666666667,10,1.0,15.0,0.06222222222222222,inf,1.0,1,1,CEBPE,pos,1,CEBPD,pos,1,0.5555555555555556,6.666666666666666
GRHL1_pos_8,GRHL2_pos_8,0.03333333333333333,0.06666666666666667,5,1.0,15.0,0.03111111111111111,inf,0.9655172413793104,1,1,GRHL1,pos,8,GRHL2,pos,8,0.5,7.5
FOXC1_neg_6,FOXA1_neg_6,0.05333333333333334,0.06,7,0.875,14.583333333333334,0.04346666666666667,7.52,0.9839034205231387,1,1,FOXC1,neg,6,FOXA1,neg,6,0.5,7.291666666666667
LMX1A_pos_2,ESX1_pos_2,0.05333333333333334,0.05333333333333334,6,0.75,14.062499999999998,0.03715555555555555,3.7866666666666666,0.9812206572769953,1,1,LMX1A,pos,2,ESX1,pos,2,0.5,7.031249999999999
