antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,antecedents_len,consequents_len,antecedents_TF_motif,antecedents_dir,antecedents_time,consequents_TF_motif,consequents_dir,consequents_time,TF_peak_jaccard,peak_adj_lift
SRY_neg_1,NEUROD1_pos_2,0.1,0.14666666666666667,5,0.3333333333333333,2.2727272727272725,0.018666666666666665,1.2799999999999998,0.6222222222222222,1,1,SRY,neg,1,NEUROD1,pos,2,0.025,2.215909090909091
EHF_neg_1,FOXP2_neg_1,0.14,0.14666666666666667,7,0.3333333333333333,2.2727272727272725,0.026133333333333335,1.2799999999999998,0.6511627906976745,1,1,EHF,neg,1,FOXP2,neg,1,0.058823529411764705,2.13903743315508
UNCX_neg_1,FOXP2_neg_1,0.1,0.14666666666666667,5,0.3333333333333333,2.2727272727272725,0.018666666666666665,1.2799999999999998,0.6222222222222222,1,1,UNCX,neg,1,FOXP2,neg,1,0.046511627906976744,2.1670190274841437
NEUROD1_neg_0,NEUROD1_pos_2,0.14,0.14666666666666667,7,0.3333333333333333,2.2727272727272725,0.026133333333333335,1.2799999999999998,0.6511627906976745,1,1,NEUROD1,neg,0,NEUROD1,pos,2,0.10416666666666667,2.035984848484848
LMX1A_neg_1,FOXP2_neg_1,0.1,0.14666666666666667,5,0.3333333333333333,2.2727272727272725,0.018666666666666665,1.2799999999999998,0.6222222222222222,1,1,LMX1A,neg,1,FOXP2,neg,1,0.046511627906976744,2.1670190274841437
ALX3_neg_1,NEUROD1_neg_1,0.12,0.32,13,0.7222222222222223,2.2569444444444446,0.04826666666666667,2.448000000000001,0.632867132867133,1,1,ALX3,neg,1,NEUROD1,neg,1,0.08641975308641975,2.061899862825789
ZSCAN4_pos_3,TFAP2C_pos_1,0.06,0.24666666666666667,5,0.5555555555555556,2.2522522522522523,0.018533333333333332,1.695,0.5914893617021276,1,1,ZSCAN4,pos,3,TFAP2C,pos,1,0.0,2.2522522522522523
EHF_neg_1,NEUROD1_neg_1,0.14,0.32,15,0.7142857142857143,2.232142857142857,0.0552,2.38,0.641860465116279,1,1,EHF,neg,1,NEUROD1,neg,1,0.03296703296703297,2.1585557299843017
FOSL1_pos_1,KLF16_pos_1,0.10666666666666667,0.28,10,0.625,2.2321428571428568,0.0368,1.92,0.617910447761194,1,1,FOSL1,pos,1,KLF16,pos,1,0.06976744186046512,2.07641196013289
SNAI2_pos_2,EHF_neg_1,0.10666666666666667,0.14,5,0.3125,2.2321428571428568,0.0184,1.250909090909091,0.617910447761194,1,1,SNAI2,pos,2,EHF,neg,1,0.022727272727272728,2.1814123376623376
VSX1_neg_0,NEUROD1_neg_1,0.04666666666666667,0.32,5,0.7142857142857142,2.2321428571428568,0.0184,2.379999999999999,0.5790209790209789,1,1,VSX1,neg,0,NEUROD1,neg,1,0.0,2.2321428571428568
MEOX2_neg_1,EHF_neg_1,0.10666666666666667,0.14,5,0.3125,2.2321428571428568,0.0184,1.250909090909091,0.617910447761194,1,1,MEOX2,neg,1,EHF,neg,1,0.1,2.008928571428571
FOXG1_neg_1,NEUROD1_neg_1,0.09333333333333334,0.32,10,0.7142857142857142,2.2321428571428568,0.0368,2.379999999999999,0.6088235294117648,1,1,FOXG1,neg,1,NEUROD1,neg,1,0.03571428571428571,2.1524234693877546
MAFG_pos_2,KLF16_pos_1,0.05333333333333334,0.28,5,0.625,2.2321428571428568,0.0184,1.92,0.5830985915492959,1,1,MAFG,pos,2,KLF16,pos,1,0.0,2.2321428571428568
LHX6_pos_1,KLF16_pos_1,0.05333333333333334,0.28,5,0.625,2.2321428571428568,0.0184,1.92,0.5830985915492959,1,1,LHX6,pos,1,KLF16,pos,1,0.0,2.2321428571428568
TFDP1_neg_7,KLF16_pos_1,0.05333333333333334,0.28,5,0.625,2.2321428571428568,0.0184,1.92,0.5830985915492959,1,1,TFDP1,neg,7,KLF16,pos,1,0.0,2.2321428571428568
NEUROG2_neg_1,SP2_neg_8,0.10666666666666667,0.14,5,0.3125,2.2321428571428568,0.0184,1.250909090909091,0.617910447761194,1,1,NEUROG2,neg,1,SP2,neg,8,0.0,2.2321428571428568
NR2F2_neg_1,HIC2_neg_1,0.13333333333333333,0.18,8,0.4,2.2222222222222223,0.029333333333333336,1.366666666666667,0.6346153846153846,1,1,NR2F2,neg,1,HIC2,neg,1,0.0784313725490196,2.0479302832244013
ZIC3_neg_0,ASCL1_pos_2,0.1,0.18,6,0.39999999999999997,2.2222222222222223,0.022000000000000002,1.3666666666666665,0.611111111111111,1,1,ZIC3,neg,0,ASCL1,pos,2,0.02,2.177777777777778
TFAP2A_pos_0,ASCL1_pos_2,0.1,0.18,6,0.39999999999999997,2.2222222222222223,0.022000000000000002,1.3666666666666665,0.611111111111111,1,1,TFAP2A,pos,0,ASCL1,pos,2,0.0196078431372549,2.178649237472767
POU2F2_neg_0,ASCL1_pos_2,0.1,0.18,6,0.39999999999999997,2.2222222222222223,0.022000000000000002,1.3666666666666665,0.611111111111111,1,1,POU2F2,neg,0,ASCL1,pos,2,0.0,2.2222222222222223
EGR3_neg_7,TFAP2C_pos_1,0.07333333333333333,0.24666666666666667,6,0.5454545454545454,2.211302211302211,0.02191111111111111,1.657333333333333,0.5911270983213429,1,1,EGR3,neg,7,TFAP2C,pos,1,0.0,2.211302211302211
IRF5_neg_2,TFAP2C_pos_1,0.07333333333333333,0.24666666666666667,6,0.5454545454545454,2.211302211302211,0.02191111111111111,1.657333333333333,0.5911270983213429,1,1,IRF5,neg,2,TFAP2C,pos,1,0.0,2.211302211302211
GBX2_neg_1,NEUROD1_neg_1,0.11333333333333333,0.32,12,0.7058823529411765,2.2058823529411766,0.04373333333333334,2.3120000000000003,0.6165413533834587,1,1,GBX2,neg,1,NEUROD1,neg,1,0.011764705882352941,2.179930795847751
NEUROD2_neg_1,FOXL1_neg_1,0.11333333333333333,0.26666666666666666,10,0.5882352941176471,2.2058823529411766,0.036444444444444446,1.7809523809523813,0.6165413533834586,1,1,NEUROD2,neg,1,FOXL1,neg,1,0.047619047619047616,2.100840336134454
NKX3-2_neg_1,NR2F2_neg_1,0.11333333333333333,0.13333333333333333,5,0.29411764705882354,2.2058823529411766,0.018222222222222223,1.2277777777777779,0.6165413533834586,1,1,NKX3-2,neg,1,NR2F2,neg,1,0.0,2.2058823529411766
JUNB_pos_1,TFAP2A_pos_1,0.11333333333333333,0.13333333333333333,5,0.29411764705882354,2.2058823529411766,0.018222222222222223,1.2277777777777779,0.6165413533834586,1,1,JUNB,pos,1,TFAP2A,pos,1,0.0,2.2058823529411766
NR4A2_neg_1,NFIX_neg_1,0.08,0.22666666666666666,6,0.5,2.2058823529411766,0.02186666666666667,1.5466666666666666,0.5942028985507247,1,1,NR4A2,neg,1,NFIX,neg,1,0.029850746268656716,2.1400351185250224
NKX3-2_neg_1,FOXL1_neg_1,0.11333333333333333,0.26666666666666666,10,0.5882352941176471,2.2058823529411766,0.036444444444444446,1.7809523809523813,0.6165413533834586,1,1,NKX3-2,neg,1,FOXL1,neg,1,0.046153846153846156,2.1040723981900453
HOXB3_neg_1,NFIX_neg_1,0.10666666666666667,0.22666666666666666,8,0.5,2.2058823529411766,0.02915555555555556,1.5466666666666666,0.6119402985074627,1,1,HOXB3,neg,1,NFIX,neg,1,0.034482758620689655,2.1298174442190674
GBX2_neg_1,FOXL1_neg_1,0.11333333333333333,0.26666666666666666,10,0.5882352941176471,2.2058823529411766,0.036444444444444446,1.7809523809523813,0.6165413533834586,1,1,GBX2,neg,1,FOXL1,neg,1,0.04838709677419355,2.0991461100569264
GRHL2_pos_8,NFIX_neg_1,0.06666666666666667,0.22666666666666666,5,0.5,2.2058823529411766,0.018222222222222223,1.5466666666666666,0.5857142857142857,1,1,GRHL2,pos,8,NFIX,neg,1,0.019230769230769232,2.1634615384615383
ID4_pos_2,NFIX_neg_1,0.09333333333333334,0.22666666666666666,7,0.5,2.2058823529411766,0.025511111111111113,1.5466666666666666,0.6029411764705883,1,1,ID4,pos,2,NFIX,neg,1,0.0,2.2058823529411766
JUNB_pos_1,TFAP2B_pos_1,0.11333333333333333,0.13333333333333333,5,0.29411764705882354,2.2058823529411766,0.018222222222222223,1.2277777777777779,0.6165413533834586,1,1,JUNB,pos,1,TFAP2B,pos,1,0.0,2.2058823529411766
GBX2_neg_1,NR2F2_neg_1,0.11333333333333333,0.13333333333333333,5,0.29411764705882354,2.2058823529411766,0.018222222222222223,1.2277777777777779,0.6165413533834586,1,1,GBX2,neg,1,NR2F2,neg,1,0.0,2.2058823529411766
HIC2_neg_1,NEUROD1_neg_1,0.18,0.32,19,0.7037037037037038,2.1990740740740744,0.06906666666666668,2.295000000000001,0.6649550706033377,1,1,HIC2,neg,1,NEUROD1,neg,1,0.13186813186813187,1.9090862840862843
FOXL1_neg_1,NEUROD1_neg_1,0.26666666666666666,0.32,28,0.7000000000000001,2.1875,0.10133333333333334,2.266666666666667,0.7402597402597403,1,1,FOXL1,neg,1,NEUROD1,neg,1,0.09345794392523364,1.9830607476635513
MEIS2_neg_0,NEUROD1_neg_1,0.06666666666666667,0.32,7,0.7000000000000001,2.1875,0.025333333333333336,2.266666666666667,0.5816326530612246,1,1,MEIS2,neg,0,NEUROD1,neg,1,0.0125,2.16015625
RAX_neg_1,FOXL1_neg_1,0.08,0.26666666666666666,7,0.5833333333333334,2.1875,0.025333333333333336,1.7600000000000002,0.5900621118012422,1,1,RAX,neg,1,FOXL1,neg,1,0.05172413793103448,2.074353448275862
SREBF2_neg_1,ASCL1_pos_2,0.15333333333333332,0.18,9,0.391304347826087,2.173913043478261,0.0324,1.3471428571428572,0.6377952755905512,1,1,SREBF2,neg,1,ASCL1,pos,2,0.0,2.173913043478261
SREBF1_neg_1,HIC2_neg_1,0.15333333333333332,0.18,9,0.391304347826087,2.173913043478261,0.0324,1.3471428571428572,0.6377952755905512,1,1,SREBF1,neg,1,HIC2,neg,1,0.015873015873015872,2.1394064872325744
ELF5_neg_1,NEUROD1_neg_1,0.15333333333333332,0.32,16,0.6956521739130436,2.173913043478261,0.05760000000000001,2.234285714285715,0.6377952755905513,1,1,ELF5,neg,1,NEUROD1,neg,1,0.06666666666666667,2.028985507246377
CTCF_pos_6,ELF3_neg_1,0.12,0.15333333333333332,6,0.33333333333333337,2.173913043478261,0.021600000000000005,1.27,0.6136363636363638,1,1,CTCF,pos,6,ELF3,neg,1,0.0,2.173913043478261
ALX3_neg_1,ELF5_neg_1,0.12,0.15333333333333332,6,0.33333333333333337,2.173913043478261,0.021600000000000005,1.27,0.6136363636363638,1,1,ALX3,neg,1,ELF5,neg,1,0.06976744186046512,2.0222446916076846
SREBF1_neg_1,ASCL1_pos_2,0.15333333333333332,0.18,9,0.391304347826087,2.173913043478261,0.0324,1.3471428571428572,0.6377952755905512,1,1,SREBF1,neg,1,ASCL1,pos,2,0.0,2.173913043478261
CTCF_pos_6,ELF5_neg_1,0.12,0.15333333333333332,6,0.33333333333333337,2.173913043478261,0.021600000000000005,1.27,0.6136363636363638,1,1,CTCF,pos,6,ELF5,neg,1,0.0,2.173913043478261
SRY_neg_1,SREBF1_neg_1,0.1,0.15333333333333332,5,0.3333333333333333,2.1739130434782608,0.018000000000000002,1.2699999999999998,0.6000000000000001,1,1,SRY,neg,1,SREBF1,neg,1,0.046511627906976744,2.0728008088978767
LMX1A_neg_1,SREBF2_neg_1,0.1,0.15333333333333332,5,0.3333333333333333,2.1739130434782608,0.018000000000000002,1.2699999999999998,0.6000000000000001,1,1,LMX1A,neg,1,SREBF2,neg,1,0.0,2.1739130434782608
NHLH1_pos_2,SREBF1_neg_1,0.14,0.15333333333333332,7,0.3333333333333333,2.1739130434782608,0.0252,1.2699999999999998,0.627906976744186,1,1,NHLH1,pos,2,SREBF1,neg,1,0.0,2.1739130434782608
TCF4_pos_2,ELF5_neg_1,0.1,0.15333333333333332,5,0.3333333333333333,2.1739130434782608,0.018000000000000002,1.2699999999999998,0.6000000000000001,1,1,TCF4,pos,2,ELF5,neg,1,0.021739130434782608,2.126654064272212
TCF3_pos_2,ELF5_neg_1,0.1,0.15333333333333332,5,0.3333333333333333,2.1739130434782608,0.018000000000000002,1.2699999999999998,0.6000000000000001,1,1,TCF3,pos,2,ELF5,neg,1,0.022222222222222223,2.125603864734299
NHLH1_pos_2,SREBF2_neg_1,0.14,0.15333333333333332,7,0.3333333333333333,2.1739130434782608,0.0252,1.2699999999999998,0.627906976744186,1,1,NHLH1,pos,2,SREBF2,neg,1,0.0,2.1739130434782608
UNCX_neg_1,SREBF2_neg_1,0.1,0.15333333333333332,5,0.3333333333333333,2.1739130434782608,0.018000000000000002,1.2699999999999998,0.6000000000000001,1,1,UNCX,neg,1,SREBF2,neg,1,0.0,2.1739130434782608
TCF3_pos_2,SREBF1_neg_1,0.1,0.15333333333333332,5,0.3333333333333333,2.1739130434782608,0.018000000000000002,1.2699999999999998,0.6000000000000001,1,1,TCF3,pos,2,SREBF1,neg,1,0.0,2.1739130434782608
TCF4_pos_2,SREBF2_neg_1,0.1,0.15333333333333332,5,0.3333333333333333,2.1739130434782608,0.018000000000000002,1.2699999999999998,0.6000000000000001,1,1,TCF4,pos,2,SREBF2,neg,1,0.0,2.1739130434782608
TCF3_pos_2,SREBF2_neg_1,0.1,0.15333333333333332,5,0.3333333333333333,2.1739130434782608,0.018000000000000002,1.2699999999999998,0.6000000000000001,1,1,TCF3,pos,2,SREBF2,neg,1,0.0,2.1739130434782608
LMX1A_neg_1,SREBF1_neg_1,0.1,0.15333333333333332,5,0.3333333333333333,2.1739130434782608,0.018000000000000002,1.2699999999999998,0.6000000000000001,1,1,LMX1A,neg,1,SREBF1,neg,1,0.0,2.1739130434782608
POU2F2_neg_0,ELF5_neg_1,0.1,0.15333333333333332,5,0.3333333333333333,2.1739130434782608,0.018000000000000002,1.2699999999999998,0.6000000000000001,1,1,POU2F2,neg,0,ELF5,neg,1,0.0,2.1739130434782608
UNCX_neg_1,SREBF1_neg_1,0.1,0.15333333333333332,5,0.3333333333333333,2.1739130434782608,0.018000000000000002,1.2699999999999998,0.6000000000000001,1,1,UNCX,neg,1,SREBF1,neg,1,0.0,2.1739130434782608
TCF4_pos_2,SREBF1_neg_1,0.1,0.15333333333333332,5,0.3333333333333333,2.1739130434782608,0.018000000000000002,1.2699999999999998,0.6000000000000001,1,1,TCF4,pos,2,SREBF1,neg,1,0.0,2.1739130434782608
ATF4_pos_1,TFAP2C_pos_1,0.1,0.24666666666666667,8,0.5333333333333333,2.1621621621621623,0.028666666666666667,1.614285714285714,0.5972222222222222,1,1,ATF4,pos,1,TFAP2C,pos,1,0.0410958904109589,2.0733061828952244
FOSL2_pos_1,SP8_pos_1,0.12666666666666668,0.22,9,0.4736842105263157,2.1531100478468894,0.03213333333333333,1.4819999999999998,0.61323155216285,1,1,FOSL2,pos,1,SP8,pos,1,0.057971014492753624,2.028292074058664
SHOX_neg_1,NEUROD1_neg_1,0.10666666666666667,0.32,11,0.6875,2.1484375,0.0392,2.1759999999999997,0.5983717774762551,1,1,SHOX,neg,1,NEUROD1,neg,1,0.04878048780487805,2.043635670731707
LMX1B_neg_1,NEUROD1_neg_1,0.10666666666666667,0.32,11,0.6875,2.1484375,0.0392,2.1759999999999997,0.5983717774762551,1,1,LMX1B,neg,1,NEUROD1,neg,1,0.04878048780487805,2.043635670731707
MEOX2_neg_1,NEUROD1_neg_1,0.10666666666666667,0.32,11,0.6875,2.1484375,0.0392,2.1759999999999997,0.5983717774762551,1,1,MEOX2,neg,1,NEUROD1,neg,1,0.03529411764705882,2.072610294117647
JUNB_pos_1,TFAP2C_pos_1,0.11333333333333333,0.24666666666666667,9,0.5294117647058824,2.146263910969793,0.032044444444444445,1.6008333333333333,0.6023391812865496,1,1,JUNB,pos,1,TFAP2C,pos,1,0.039473684210526314,2.0615429671157224
FOS_pos_1,KLF16_pos_1,0.1,0.28,9,0.6,2.142857142857143,0.031999999999999994,1.7999999999999998,0.5925925925925924,1,1,FOS,pos,1,KLF16,pos,1,0.06896551724137931,1.9950738916256157
NR2F2_neg_1,EHF_neg_1,0.13333333333333333,0.14,6,0.3,2.142857142857143,0.021333333333333333,1.2285714285714286,0.6153846153846153,1,1,NR2F2,neg,1,EHF,neg,1,0.045454545454545456,2.0454545454545454
ATF4_pos_1,KLF16_pos_1,0.1,0.28,9,0.6,2.142857142857143,0.031999999999999994,1.7999999999999998,0.5925925925925924,1,1,ATF4,pos,1,KLF16,pos,1,0.047058823529411764,2.042016806722689
NFIC_neg_0,KLF16_pos_1,0.1,0.28,9,0.6,2.142857142857143,0.031999999999999994,1.7999999999999998,0.5925925925925924,1,1,NFIC,neg,0,KLF16,pos,1,0.010869565217391304,2.119565217391304
MNX1_neg_1,NEUROD1_neg_1,0.12666666666666668,0.32,13,0.6842105263157895,2.138157894736842,0.04613333333333333,2.1533333333333333,0.6095126247798003,1,1,MNX1,neg,1,NEUROD1,neg,1,0.05952380952380952,2.010886591478697
LMX1B_neg_1,FOXP2_neg_1,0.10666666666666667,0.14666666666666667,5,0.3125,2.1306818181818183,0.017688888888888886,1.2412121212121212,0.5940298507462686,1,1,LMX1B,neg,1,FOXP2,neg,1,0.045454545454545456,2.033832644628099
MEOX2_neg_1,FOXP2_neg_1,0.10666666666666667,0.14666666666666667,5,0.3125,2.1306818181818183,0.017688888888888886,1.2412121212121212,0.5940298507462686,1,1,MEOX2,neg,1,FOXP2,neg,1,0.06666666666666667,1.9886363636363638
FOS_pos_1,SP8_pos_1,0.1,0.22,7,0.4666666666666667,2.121212121212121,0.024666666666666667,1.4625000000000001,0.5873015873015872,1,1,FOS,pos,1,SP8,pos,1,0.04411764705882353,2.0276292335115866
ATF4_pos_1,SP8_pos_1,0.1,0.22,7,0.4666666666666667,2.121212121212121,0.024666666666666667,1.4625000000000001,0.5873015873015872,1,1,ATF4,pos,1,SP8,pos,1,0.046875,2.0217803030303028
SNAI2_pos_2,FOXL1_neg_1,0.10666666666666667,0.26666666666666666,9,0.5624999999999999,2.1093749999999996,0.03155555555555555,1.676190476190476,0.5887230514096186,1,1,SNAI2,pos,2,FOXL1,neg,1,0.0,2.1093749999999996
SHOX_neg_1,FOXL1_neg_1,0.10666666666666667,0.26666666666666666,9,0.5624999999999999,2.1093749999999996,0.03155555555555555,1.676190476190476,0.5887230514096186,1,1,SHOX,neg,1,FOXL1,neg,1,0.015625,2.0764160156249996
NKX3-2_neg_1,NEUROD1_neg_0,0.11333333333333333,0.14,5,0.29411764705882354,2.100840336134454,0.017466666666666665,1.2183333333333335,0.5909774436090225,1,1,NKX3-2,neg,1,NEUROD1,neg,0,0.0,2.100840336134454
STAT1_pos_8,NHLH1_pos_2,0.11333333333333333,0.14,5,0.29411764705882354,2.100840336134454,0.017466666666666665,1.2183333333333335,0.5909774436090225,1,1,STAT1,pos,8,NHLH1,pos,2,0.0,2.100840336134454
STAT1_pos_8,NEUROD1_neg_0,0.11333333333333333,0.14,5,0.29411764705882354,2.100840336134454,0.017466666666666665,1.2183333333333335,0.5909774436090225,1,1,STAT1,pos,8,NEUROD1,neg,0,0.0,2.100840336134454
NHLH1_pos_2,NFIX_neg_1,0.14,0.22666666666666666,10,0.47619047619047616,2.100840336134454,0.03493333333333333,1.4763636363636363,0.6093023255813953,1,1,NHLH1,pos,2,NFIX,neg,1,0.0,2.100840336134454
GSX1_neg_1,EHF_neg_1,0.11333333333333333,0.14,5,0.29411764705882354,2.100840336134454,0.017466666666666665,1.2183333333333335,0.5909774436090225,1,1,GSX1,neg,1,EHF,neg,1,0.05,1.995798319327731
TFAP2B_pos_1,ZNF740_neg_2,0.13333333333333333,0.16666666666666666,7,0.35000000000000003,2.1000000000000005,0.02444444444444445,1.2820512820512824,0.6043956043956045,1,1,TFAP2B,pos,1,ZNF740,neg,2,0.01639344262295082,2.065573770491804
SREBF1_neg_1,ZNF740_neg_2,0.15333333333333332,0.16666666666666666,8,0.3478260869565218,2.086956521739131,0.027777777777777783,1.277777777777778,0.6151574803149606,1,1,SREBF1,neg,1,ZNF740,neg,2,0.0,2.086956521739131
SREBF2_neg_1,ZNF740_neg_2,0.15333333333333332,0.16666666666666666,8,0.3478260869565218,2.086956521739131,0.027777777777777783,1.277777777777778,0.6151574803149606,1,1,SREBF2,neg,1,ZNF740,neg,2,0.0,2.086956521739131
MIXL1_neg_1,NEUROD1_neg_1,0.08,0.32,8,0.6666666666666667,2.0833333333333335,0.027733333333333336,2.0400000000000005,0.5652173913043478,1,1,MIXL1,neg,1,NEUROD1,neg,1,0.06493506493506493,1.948051948051948
HIC2_neg_1,FOXL1_neg_1,0.18,0.26666666666666666,15,0.5555555555555556,2.0833333333333335,0.052000000000000005,1.6500000000000001,0.6341463414634145,1,1,HIC2,neg,1,FOXL1,neg,1,0.0379746835443038,2.0042194092827006
MEOX2_neg_1,HIC2_neg_1,0.10666666666666667,0.18,6,0.375,2.0833333333333335,0.0208,1.312,0.582089552238806,1,1,MEOX2,neg,1,HIC2,neg,1,0.0,2.0833333333333335
HOXB3_neg_1,HIC2_neg_1,0.10666666666666667,0.18,6,0.375,2.0833333333333335,0.0208,1.312,0.582089552238806,1,1,HOXB3,neg,1,HIC2,neg,1,0.02,2.041666666666667
TCF7L1_pos_4,NEUROD1_neg_1,0.08,0.32,8,0.6666666666666667,2.0833333333333335,0.027733333333333336,2.0400000000000005,0.5652173913043478,1,1,TCF7L1,pos,4,NEUROD1,neg,1,0.012345679012345678,2.05761316872428
NR4A2_neg_1,NEUROD1_neg_1,0.08,0.32,8,0.6666666666666667,2.0833333333333335,0.027733333333333336,2.0400000000000005,0.5652173913043478,1,1,NR4A2,neg,1,NEUROD1,neg,1,0.021505376344086023,2.038530465949821
HOXC12_neg_1,NEUROD1_neg_1,0.06,0.32,6,0.6666666666666667,2.0833333333333335,0.020800000000000003,2.0400000000000005,0.5531914893617021,1,1,HOXC12,neg,1,NEUROD1,neg,1,0.02631578947368421,2.028508771929825
NFIX_neg_9,NEUROD1_neg_1,0.06,0.32,6,0.6666666666666667,2.0833333333333335,0.020800000000000003,2.0400000000000005,0.5531914893617021,1,1,NFIX,neg,9,NEUROD1,neg,1,0.0,2.0833333333333335
LEF1_neg_4,FOXL1_neg_1,0.06,0.26666666666666666,5,0.5555555555555556,2.0833333333333335,0.017333333333333333,1.6500000000000001,0.5531914893617021,1,1,LEF1,neg,4,FOXL1,neg,1,0.017857142857142856,2.0461309523809526
RAX_neg_1,NEUROD1_neg_1,0.08,0.32,8,0.6666666666666667,2.0833333333333335,0.027733333333333336,2.0400000000000005,0.5652173913043478,1,1,RAX,neg,1,NEUROD1,neg,1,0.05128205128205128,1.9764957264957266
IRF7_neg_9,FOXL1_neg_1,0.06,0.26666666666666666,5,0.5555555555555556,2.0833333333333335,0.017333333333333333,1.6500000000000001,0.5531914893617021,1,1,IRF7,neg,9,FOXL1,neg,1,0.0,2.0833333333333335
UNCX_neg_1,NEUROD1_neg_1,0.1,0.32,10,0.6666666666666666,2.083333333333333,0.034666666666666665,2.0399999999999996,0.5777777777777777,1,1,UNCX,neg,1,NEUROD1,neg,1,0.04938271604938271,1.980452674897119
LMX1A_neg_1,NEUROD1_neg_1,0.1,0.32,10,0.6666666666666666,2.083333333333333,0.034666666666666665,2.0399999999999996,0.5777777777777777,1,1,LMX1A,neg,1,NEUROD1,neg,1,0.04938271604938271,1.980452674897119
FOXP2_neg_1,SREBF2_neg_1,0.14666666666666667,0.15333333333333332,7,0.3181818181818182,2.075098814229249,0.02417777777777778,1.2417777777777776,0.6071428571428572,1,1,FOXP2,neg,1,SREBF2,neg,1,0.017857142857142856,2.0380434782608696
EGR3_neg_7,SP8_pos_1,0.07333333333333333,0.22,5,0.45454545454545453,2.0661157024793386,0.0172,1.4300000000000002,0.5568345323741007,1,1,EGR3,neg,7,SP8,pos,1,0.0,2.0661157024793386
MNX1_neg_1,SREBF2_neg_1,0.12666666666666668,0.15333333333333332,6,0.3157894736842105,2.059496567505721,0.020577777777777778,1.2374358974358974,0.5890585241730281,1,1,MNX1,neg,1,SREBF2,neg,1,0.043478260869565216,1.969953238483733
MNX1_neg_1,ELF3_neg_1,0.12666666666666668,0.15333333333333332,6,0.3157894736842105,2.059496567505721,0.020577777777777778,1.2374358974358974,0.5890585241730281,1,1,MNX1,neg,1,ELF3,neg,1,0.046511627906976744,1.963706029482199
FOSL2_pos_1,EWSR1-FLI1_neg_2,0.12666666666666668,0.18,7,0.3684210526315789,2.046783625730994,0.023866666666666668,1.2983333333333336,0.5856052344601963,1,1,FOSL2,pos,1,EWSR1-FLI1,neg,2,0.037037037037037035,1.9709768247779944
SREBF1_neg_1,NEUROD1_neg_1,0.15333333333333332,0.32,15,0.6521739130434784,2.03804347826087,0.050933333333333344,1.9550000000000005,0.6015748031496064,1,1,SREBF1,neg,1,NEUROD1,neg,1,0.042105263157894736,1.952231121281465
LMX1B_neg_1,SREBF2_neg_1,0.10666666666666667,0.15333333333333332,5,0.3125,2.0380434782608696,0.01697777777777778,1.2315151515151515,0.5701492537313433,1,1,LMX1B,neg,1,SREBF2,neg,1,0.0,2.0380434782608696
SNAI2_pos_2,ELF5_neg_1,0.10666666666666667,0.15333333333333332,5,0.3125,2.0380434782608696,0.01697777777777778,1.2315151515151515,0.5701492537313433,1,1,SNAI2,pos,2,ELF5,neg,1,0.021739130434782608,1.9937381852551985
MEOX2_neg_1,SREBF2_neg_1,0.10666666666666667,0.15333333333333332,5,0.3125,2.0380434782608696,0.01697777777777778,1.2315151515151515,0.5701492537313433,1,1,MEOX2,neg,1,SREBF2,neg,1,0.044444444444444446,1.9474637681159421
HOXB3_neg_1,SREBF1_neg_1,0.10666666666666667,0.15333333333333332,5,0.3125,2.0380434782608696,0.01697777777777778,1.2315151515151515,0.5701492537313433,1,1,HOXB3,neg,1,SREBF1,neg,1,0.06818181818181818,1.8990859683794468
LMX1B_neg_1,SREBF1_neg_1,0.10666666666666667,0.15333333333333332,5,0.3125,2.0380434782608696,0.01697777777777778,1.2315151515151515,0.5701492537313433,1,1,LMX1B,neg,1,SREBF1,neg,1,0.0,2.0380434782608696
RORC_neg_1,SREBF1_neg_1,0.10666666666666667,0.15333333333333332,5,0.3125,2.0380434782608696,0.01697777777777778,1.2315151515151515,0.5701492537313433,1,1,RORC,neg,1,SREBF1,neg,1,0.045454545454545456,1.9454051383399211
PKNOX2_pos_2,NFIX_neg_1,0.08666666666666667,0.22666666666666666,6,0.4615384615384615,2.0361990950226243,0.020355555555555557,1.436190476190476,0.5571776155717761,1,1,PKNOX2,pos,2,NFIX,neg,1,0.017543859649122806,2.0004763038818765
MEF2C_neg_4,NFIX_neg_1,0.08666666666666667,0.22666666666666666,6,0.4615384615384615,2.0361990950226243,0.020355555555555557,1.436190476190476,0.5571776155717761,1,1,MEF2C,neg,4,NFIX,neg,1,0.0,2.0361990950226243
CEBPD_pos_1,TFAP2C_pos_1,0.06666666666666667,0.24666666666666667,5,0.5,2.027027027027027,0.016888888888888887,1.5066666666666666,0.5428571428571428,1,1,CEBPD,pos,1,TFAP2C,pos,1,0.014492753623188406,1.9976498237367806
BACH2_neg_2,TFAP2C_pos_1,0.09333333333333334,0.24666666666666667,7,0.5,2.027027027027027,0.023644444444444444,1.5066666666666666,0.5588235294117647,1,1,BACH2,neg,2,TFAP2C,pos,1,0.0,2.027027027027027
CEBPE_pos_1,TFAP2C_pos_1,0.06666666666666667,0.24666666666666667,5,0.5,2.027027027027027,0.016888888888888887,1.5066666666666666,0.5428571428571428,1,1,CEBPE,pos,1,TFAP2C,pos,1,0.012987012987012988,2.0007020007020007
